id,tokenId,value,operator,from,to,claimIds,transactionHash
447,450,16000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,558,0xee5a99da2e881ea7a36987af91e66d598808a806191fae76dfda818a8ed9f4d1
448,451,3000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,559,0x5d0378f1f3f90b8ec182618cf6a47cb88999c0bd4716ffdf62aa040147ef065d
449,452,258000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,560,0x7cb9c00fcfcb73ee461e1e2ea776725ef14c669f22ef4cb2771d5c35ecc7c020
450,453,608000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,561,0x7140d045a02bbe55c9cb31629d8765a95bf326a34f50b8585b9b266694fe652b
451,454,28000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,562,0xd171d15be9993c4e3548f5bce7abab3c90defb6b7a2ddb8384e14172a3bc3a7d
452,455,42000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,563,0x037957260d62fafad4e83c812883d1d854d5be99a14a875ac25e6c41db72c51c
453,456,80000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,564,0xb115e79aa4a6a865678b3f8789fe3d489c88791fb3c6426e76e93d2f922e68d3
454,457,1360000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,565,0xbd69fc5d6d3fce0dd9fbe5066cc62ea619c0935443557858a6816a1290eb9aa9
455,458,1145000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,566,0x32aecef387b94747bcce2f5310bd5d0f276614f7018ce6d8c1182cb9f1d575da
456,459,399000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,567,0xd4242f673b738f724ecb812fefbed8520cb1ad421c07a9c7119a16afc4f5db96
457,460,30000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,568,0xe7dd674e2f973c59e1a54533db1aca84887e0b1833ebcb2ee7ae7102e63e667a
458,461,115000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,569,0xdb9cfefd000c62038b542554b07fad8f855f6efc03b9c613c8a6c340a52124f9
459,462,441000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,570,0x76de66f7df16decb6478f27db9f4e28a998c314d025a6f9ffc0e533d210ca05a
460,463,33000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,571,0x59865452d7ad4ff214ce9ec43daf3622bed74bf08f9e7efe7cd53c16d93d11f1
461,464,11000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,572,0x296a9633aa2a78f4b8f5e7db8fe8cfd13bf29b861ccb0d2b23c1c1e2e283a98d
462,465,91000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,573,0x62ef7af9f6e36aef5d3e166ba7778e8f549d8e52be5a66a3522a35e87e34daec
463,466,251000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,574,0xa3b0daaae53f4b4d4c5f5de89d59e5eae70c6f5bc30a6fac97aff739a4a5066c
464,467,1058000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,575,0x280c6bdb7b3bb4000a122f3bd1e5094333021e9bd0809b779a8efecb39c2792f
465,468,1396000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,576,0x63c14307979c5d315e641191636bb897e08a788e763334d62415fe3ff3e64fdf
466,469,43000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,577,0x6c96572b499eb29a7578d53fd106419089e4a786c9453e7108cd7a8099e794f7
467,470,283000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,578,0xa89701ac51324e3a917cabaeb03973c378b2c57e266feec1d8297d78585cb2f6
468,471,80000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,579,0x884e0c5287a9ee1b8f9d0d6ce04c9e3c047a4eeaf68467a0743919e165e29448
469,472,930000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,580,0x8b0130bdd0576d41c1e396c56243c234272b9c8be16493ba230253461b61ff5c
470,473,119000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,581,0x671f95dc98a0f8cb9460133ff0487d576c564a20572a54ef6115bf79d3fbf86c
471,474,255000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,582,0x36c5f05d7c24e07b33c4b77ea69973afac7a6d67be5a060fa6c517d57fbf401f
472,475,121000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,583,0x0aeb8fc36d1f26c0b78c50f35bc31966307a62e32a87d5ca5a7951775c8ac80d
473,476,163000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,584,0x5d643add76fe1cfe5b34dc796239c5184f4f1fecdb9c28ebef21566e0404dd9e
474,477,4000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,585,0x27cc2ab1b209c2e4f5de7005c9ac78081306f2f086f8a3663d94e93e8e367d8a
475,478,24000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,586,0x4464e4eda397d1e9ff207a846ea140b474854aafd0f726bbd9aeb994c2c01e6b
476,479,410000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,587,0x263c461c104f38175da2d81c7a6e4837cec4fd1c03e849b56abb6213e4e9e13e
477,480,271000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,588,0x27ece6c3f248c549152b2913893275e2dc2a86fef3eb51ddd63da5e1c1aea0e8
478,481,11000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,589,0x6843c04d0ef8b4f5cc08c4e7a1e9f65e43f4d2cceafacca53a1a9c54c09c53db
479,482,455000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,590,0x5d5d7a01d22d31a032fa7a6802e56e002414a68f0c5bd41a4173854fe96d0a08
480,483,11000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,591,0x77c38e41dcc9e19500e767e4e628aedccc44362c00a4035272d08de01cccee49
481,484,134000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,592,0xdffcb15e99278420c1460865cf64162b31f6b08d601f332cda92d7f9f770f012
482,485,11000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,593,0x45093437ff25aaf39625456eeb53af41e2b75a988b83082021c3c4e2c105b7d7
483,486,200000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,594,0x82f9c7d9a38f6f4128cc62e3d9511afb3e8dbbaa71e20095c06e1007ce3a3a76
484,487,10000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,595,0x0696c6a82fdd89fb02040267115d3be292a616b12728086310d162f988b7c969
485,488,646000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,596,0x335a176c113be397c11fa6594ba28515d4e8e5abfe301ee705d0d48eef032a4e
486,489,328000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,597,0xacf2f789841bc29840606117a62aca28e1bf2c38cc193eea1815f27bdc16dde7
487,490,474000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,598,0x187558c875cc18331a6c6300aeb790d6664c7ffebef893c46bbe57484b996820
488,491,63000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,599,0xd929f323ff9d7f181a806f00b04805786152157177abaf118765b68f513a6d29
489,492,81000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,600,0x00be6aa2a63b402b2b9edcf8a56a192caa4033001dad9f065a2829844cc5dfbc
490,493,127000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,601,0x4d25b0075c532b524775d852aa0fa8b10f95e3d4284cdc89e867cf7d223dd8ca
491,494,1187000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,602,0xe5264ad74108b1142f5cf93343b0d75f3aaea1514d0dd9f93d02742bc294de05
492,495,30000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,603,0xd0c47c053a5bfbb6fb4ff5a7576bf3b5e6b1364bf6ed92c19911def9e823be2e
493,496,310000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,604,0x1b215d9394b0185c457e064767cffdcb766a75ae5c6cd54d3c6779d6e32a927d
494,497,474000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,605,0x420e8c09d0881d11be724fbe5d6f8d48be79d6f977690200b8153bc50268886a
495,498,132000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,606,0xe3ab2e8168c92f52c75c81f41e1be36f63a587651b767abdb717510ee63535d6
496,499,140000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,607,0x2ab4fdf0ae1dbb0a6f977503d63e96c64da42a8319a2df7a0265ee2eb3d53041
497,500,7000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,608,0xd6ab27e4b9c6127e42204454ed17db2ea7be529ee818b0c4dc437ed7139a7118
498,501,72000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,609,0x5ea39f7b96b9aa3b32740d33aa4877cbcf73bbfdcba712eff6d51df700cd19bf
499,502,185000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,610,0xbf3d92dec92df27c6790f88c3bcc25db4d693c4456c4b3fb6456413ed566a741
500,503,1800000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,611,0x00664be14061f8d55d1ee4bc4284644561e3e0ce8fb0a36d4dcce59564a477d7
501,504,72000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,612,0x9c243a686b7e7c7fc24b841ddbcf92256eb3cb96864e8fdd2f8a8cfc7d8ef021
502,505,43000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,613,0xa14deaa3ffd85ab9b51e2c81ba6fd8ba4329bf4ce98685ee12fe675c9dbb3c4b
503,506,465000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,614,0xa009271e2e2a8610630fb4cbb5090a36ec3cdb273694eeb30cfb1f67a9cf7f54
504,507,2000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,615,0x8a632bf4cee3ae5eaafa832e73d225625df6a6bf576ef8f0c7271bca2e3a4435
505,508,401000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,616,0xd5feca065e5471fe76fe975e2c9d8aeb80ded05860530be17c3ed4de0bce605f
506,509,5000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,617,0x975a9dda394d0c8d3f4e2ed23d189b50e74761293dfd63a81417f592ae8d58b4
507,510,55000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,618,0x02135a25f65cbf8770f89e68069601676ffcda65261bbaf70b95bf87fffa0089
508,511,181000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,619,0x9c7c175d89439300cfb9141450878b79594c1b6419626f0438a8ef1d6faf7f9e
509,512,327000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,620,0x202809a9658644b54dca32ee0041d37f4951996b3b9330e82a4b5d0cb2993a85
510,513,452000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,621,0x90e1c551dca9424a8120daf0391e8b89cd1c21d2c26c6722e3fd97ff9102770b
511,514,326000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,622,0x69ef8108d8da5e89299d53c07f19bd52f36eaf00e28e03e7cd47bd3a4b366603
512,515,41000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,623,0x12cec1d8c042c683d99372b0ee2ae8674eb0c271570b9d9854e256c2dd3389d3
513,516,589000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,624,0x3e8bd62c53853a42e7517ccf40fe67bf010a8155c2cdaba7e209f6bea2d7fbef
514,517,13000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,625,0xe3a55e630755714cfb3cad45ba71cb8c80482679aa7b8bbc048d224ab2745834
515,518,849000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,626,0xc54a11129b2903527483ab200835d8acc1624f81a8877d8cf28b7c98366537ee
516,519,20000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,627,0x4e1d9cac3f02539da2869098f163b9805e7d6092f4555def144ea4dcf01fba1a
517,520,9000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,628,0x6de9d2068e32aa8aabd2c38e4ef15b4e4d4d2a29040ebe012c97d4c845363d1b
518,521,266000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,629,0xbc684207a6602ab2eb1d334e58a7feedefd3c4b48afc6a0420d0f8606be8ea7a
519,522,84000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,630,0x6a2c01f276363ec59f28d28a21170516ca2d77e1e857a5d8ba8fe440a000d866
520,523,3000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,631,0x5e77afb7db050d815a7b2bf3d6cae2f31ead534a71f936b578faa1f9e06f3113
521,524,41000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,632,0x5c84e4b75ec4cccedd47397a27307836da68304d72b1a2c9cb072df5155c6555
522,525,197000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,633,0x38619ba8c2a53aef7e9e7763130e18b8101972a500b61d18929dc1663df8768d
523,526,84000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,634,0x57f790c590988d8fe09b5e063e0b8973daf5f731a587edf93b35a1f92688ea46
524,527,26000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,635,0x251cc643daf8a618da8ac9610a9ae6d33badd2c22c2345a8b51c923ae20acbf4
525,528,11000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,636,0x6d61dc2fe3b309486bfab6df0416e387f1d0e073ed56c0cec7475c46d21589b4
526,529,301000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,637,0x1c6fbe919a42beac1a0d632e8a19ea7ead8c1b538bcda6875b9ec6856ad4e729
527,530,39000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,638,0x6530c56c53dd9608c33aeda3ee8ccb1df6bf13c6c1c5e2ff9b9b1676278c7aea
528,531,218000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,639,0x6072d0dc827c8bd7769eb213561dffc52a498fdd5a1d1cf7e1b23b3848f83acc
529,532,78000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,640,0xa3d3a5cf1f6e515f62841df8b1cb128042fed1ad7e847d688a2762ec70d65a36
530,533,2000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,641,0x2c97d669004ce7a6409b2518482b114e54edf670830447c108c2b095c3aeb2fe
531,534,10000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,642,0x9d6ae1dbb5f7e51a5ee7dc19f3f639da59809696d841f26c16e3bfd9cb82738d
532,535,387000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,643,0xe4ef7cf923063d2a14f127be7e67bea5fca050d3203f581d49b62b853024e40a
533,536,158000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,644,0x5ba51a2903dce17a9b65a492fb5e3302c7d8c863147681708d1a800e0e835c0a
534,537,804000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,645,0x9625c4cbf89d5d0bd500a270c29d0f15dd4f5b54899d3e98c20aa9017da1d1f4
535,538,27000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,646,0x173b812fef176b70a9ccb3414185e423e337d55f92061870306e9ac5f4ca8a95
536,539,21000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,647,0xff7a875c072254dd79fc52cb1245e8b92f886a64a87cf6d0991f145a869e25e5
537,540,276000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,648,0x2dddf2a1551c75902a90e2c3da426af187d5416e52b45c6bd9f53bfefb91c053
538,541,324000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,649,0xd9b6b0d9ff663bce7d5527ef2ceb429870bda412ea1907702ca6b52b6d171f75
539,542,3000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,650,0xc6b39ed127cee7c8bc684bd2b5b941fc43e213cd5e5458697493c490a07b9a30
540,543,69000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,651,0xfc2322f98d1da389baca27c96e4a5c11ff84f70d447db2443bed59f5bd77bd5f
541,544,561000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,652,0xdce043cd52dbce998812fbf4b340aa66a7733de560a652cf31c87b7a90c63901
542,545,2000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,653,0x7d081ea0454f51c94111d4bdb558ab525493f3eb1bef4983734071bdcbb36fa0
543,546,170000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,654,0xafee47eb49b8770b0ebe31fbbf36eaebf747aefdff5107aa5848dcbd51b0a197
544,547,126000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,655,0xb19b8a9deb57ed98f6a8bebb81f6a569a66e1fe628ec4bec12e00cd96e27a600
545,548,93000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,656,0x836f14e1ee40a839fe26db8babf4f53e1a028c3acbb6ef0fe2a2af9e51342a48
546,549,643000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,657,0x06dcf039354c431fdb23ffa63c6fc22648e96948201d50a112bf818eb1677556
547,550,1000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,658,0x3146b47a2401d814eab4ad5a8591fd293cd12306ac3a80131d8ba75a8961820b
548,551,2000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,659,0xd1392d3b5add945ea1bf321fe93f0b0e7f434cf0856c6816ec9f7946cb792d98
