id,tokenId,value,operator,from,to,claimIds,transactionHash
215,218,207000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,326,0xedd7ad21c8470a11fa34280c38981c38ff695d40cc40b1d7c7f4861de0e1192b
216,219,76000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,327,0x650387c2eafd77161e02533ebbb8778ee37812c654f933b9ec4d8a6bcdc4d5dd
217,220,6000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,328,0xeee705e1ef0ef3b25f451ce43213b68371a452a3e66c989cf3447fdfe99fd72c
218,221,43000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,329,0x77731a7b68fa38f5c695dc95142909c30909516d120b2b417ff14cff99404fc4
219,222,72000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,330,0x6e8f3817d83eb8dd7cddce9db4b945e16365454da8c600359853af162024b0fc
220,223,2000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,331,0x06843a21a2155b257ff86c6964194603e39c123af5e87996573528d30f9666a2
221,224,1000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,332,0x0cf21c39ae8276e89b97ee348e5f8c4397bec0149dbbb91efcd51ed2ebc37c20
222,225,21000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,333,0xfdcae55615c452dac082a125d14c9645aee62aba3043ed3d218a67d994544bfd
223,226,1000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,334,0x8862577623684d67abe3aae4faac755b4fb142e42677b4f9e9f96643cf846551
224,227,7000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,335,0x87aa1c4600e1d7a2d491ecadd3ea7e170e9f8965317391de6d3ac244fbb19454
225,228,1000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,336,0x23de7593707e1b9e97071cc77802bd7933aeaffe2fd98bc756b0c60c513996f9
226,229,9000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,337,0xc34efa9fde7603054648dc661822b18a3b87a364876ad8fca7fc0445b5f522ca
227,230,38000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,338,0x384470c4b289848724a3bad16267387a815fa60ba6bc31e869e691d1fa77bc5d
228,231,20000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,339,0xe8f3f723136f2c55424e00ac3c7f8e3a413498ba99e4981c47d4d5d03d4f52f1
229,232,7000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,340,0x6436fc730cef110223a225fbd6b5bc9a9a80b6dc92624d054313284425c9e978
230,233,34000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,341,0xa55852e28e1d61207765b0b88070817459f2eafda15fb316fc3182956c3a62b0
231,234,1000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,342,0x9ff43dad788ed81ec26ee2e402b96db1e2c4927a801f8c164e1936fb93a10b3c
232,235,3000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,343,0xe0a86aadcdd712a9cf6acb0d643b2f4190caae5d4a5d7008ced56abe2e067989
233,236,60000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,344,0x3a5c6a0d637d647f91289f1978166dba412ef946fabb901598853943694b8577
234,237,90000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,345,0xbd23e8ec08a1aa080451739742187c8e6de52a703163d5671fa36f77081025db
235,238,87000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,346,0x1344f85d156f5aa7d055e73fbfe5f1ec38d8c017ea7fba458045a1b346f23cf6
236,239,26000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,347,0x065a23c24975613ca4550d5bbf4f5e7fd32f72743e19a42a9bf6523dc6d938d6
237,240,305000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,348,0x9a6591336276d0348ab61b7ca699680ece40cd82fa8d15a1e13de36ef50f81ab
238,241,173000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,349,0xf5254d936e98ca46e158647a9d8817a77663614c96d9a9a882d49b759ce57e39
239,242,1000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,350,0x99e3896bd7a0fa1aa39ca96d470a02a0918e9e5971924dff90e7118319c0d87d
240,243,136000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,351,0xa42d7d1b6a565d6f4e42c9589a4dfbb39c9252c4f04269601ccfc9b101d2254d
241,244,57000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,352,0x841df1e6990295302d88ddb964bb779fae103d2828ebfe415582858a310cd6b4
242,245,62000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,353,0x42c19bda9f30d3a593e4760cf0ae480efb8211f4250b5b39b20abc6cb0bb29ca
243,246,4000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,354,0x3d0244f3685e3187b787b822f0fb962a8baff5ab6403ce21a23ec56cd2238e5a
244,247,3000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,355,0x7077515445cbf6a1d8139a3631238ffc0daef0c2eb9ac255deece86d56f2213a
245,248,46000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,356,0x3d8c25bdf9c340dbf2ed1d2bc7631b0e85d6c3bb3c293e6dfa72bd3ad0177961
246,249,12000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,357,0x54a0cca5cd5092b7a83116fd1f37199465f5f9267f7b9333112ca2f548b91080
247,250,1000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,358,0x59561fe353a1ce99d75634e6fa352d29747c4a87a46822700f77044e1bc7f978
248,251,72000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,359,0xd47fb3355fb313a6b69e8f357ff7b97920031ae1c7cef9af0c376a25dcef88d2
249,252,39000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,360,0xc3d7c498a1b3e047dbfa317444a3a2824f6d8b5eb2ea169f794130f0e8951660
250,253,132000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,361,0x7575233d6d0ac101eed04755e95aeb515bd4410675450abcc06f6e443b8ae28f
251,254,3000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,362,0x5a403c8baa31a21a820f51ae23aa9ae316cb604c32579614f5f7ea164423ae6f
252,255,14000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,363,0x2a1cab4ba37b5a3f231136bda47e1b57f4729b414db3576ac42691a44d68f266
253,256,673000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,364,0x89da1fb1f9eaf0e91ea32c14f8aa99e11a8ef32c117837356cc1b3d72022d528
254,257,18000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,365,0xeaacbdae4b11cc506fbaf5b34d8a8aa5fbb6a5ac05f4369bc8776cdb532bc6d1
255,258,2467000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,366,0x297c4d0241e1a2724f8e2698b47f6e7df6259f24156641a3dc841fb9f0422e5d
256,259,3000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,367,0x462e0c23c5ab27850f06546e1d756c85a4ab84fb31bf3b0863a54970fdf40130
257,260,11000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,368,0x014729d6f492b24963afd21b800ae0a42585423e64cca3e14ade8c3a5281a87b
258,261,110000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,369,0x41bcf306116f9f962be8cb7ff2d896a081a312ceee2d170948c9efa6799ca1be
259,262,197000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,370,0xd370807f010eb0c73457e610405a30098572cabd95d07ddd1a28c5b0baa603a0
260,263,16000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,371,0x7adde8e08e270cb8931b29c913bec82a78d075358d7f93556c1e6b8818fdad93
261,264,64000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,372,0xda9090fdf0cfcb583d1ffa8b972b59e29e07ea21a9bde3a4c43053cec1f36de3
262,265,434000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,373,0x5b938cea8a2f7ceeab2c44e93d8263a4658037f1a43cae6be0f3310f5861c16d
263,266,233000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,374,0x646e1a205b61f83a1dc79b96c9e635fd0a5e92478704a90226384f026763f544
264,267,61000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,375,0xf5fa652f361f28820f0e5025b07e12e2248cad823785ee338e905a11da2b415d
265,268,193000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,376,0xaed5ca1331007c6236b8fc9f0b2881c95518850f605e0c34f6f18eca31ab9db3
266,269,58000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,377,0x8eb0cf87cdee795b901c30c0fa44dd45e9a91f6ecef715df1dff5c8cd5ed3288
267,270,1090000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,378,0x4f823206c54385b686a3cb5c3b9828b04e6b53e2031d9718891ccbb6f022cfdb
268,271,19000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,379,0x50081a9c2937597ad69cb758ae3b7bbe716358c97addae715dddaaba6be9286c
269,272,279000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,380,0x01d703c092308d0a4a597dc049f636f0cb20cc5ae0883808603e41ccc06295a7
270,273,29000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,381,0xdd015507b931fbbd3a108f3a81e8dc2d7cca071e0bb4c029b924539251c424ed
271,274,22000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,382,0x5d7c4e2b1ba9b6b048e6f1c1804ff35010b8b6ea0607f58bad8951c24f3d8a4c
272,275,90000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,383,0xa84b3d71f584291e4e24ccbd7b88912cb492ebfd391d3bb7f22cda8d4bf8e92b
273,276,42000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,384,0x4e6367f304cf234ae6119228f3b3f6e671b323857ced47bf1c6f14210bd3804a
274,277,6000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,385,0x7ed7ac51126a2f82cc4f949e2a392707363386f64498090d93069bae3151639e
275,278,227000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,386,0x7a8945b9495f1a307a5ff2da8978c34ce949d0057b30b7d0f5b2066c73c567ee
276,279,38000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,387,0x203c85917e5d68b2a34d8511587700717452e2cf9f6da3949859662918db01ef
277,280,35000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,388,0xda3a51a8dc18cc83dfaf8815e2468594d375dc9e0377e3336a752645afea0105
278,281,34000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,389,0xe930871aee94ea3edf5f4d5f13ab00a4054add1a6668b9388be65b1cf46e16cf
279,282,283000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,390,0x4c644ac7a1c9c97e9605e1d86c3e0949adcded13aca9b5c832ca8dcf23ae573a
280,283,159000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,391,0xa7085dc0514139cec43a99f5a67b6f30c85a0d9694f1ee4b71be8a447b53aa21
281,284,249000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,392,0xcdf945b3501047da6c2736714d6d9c0a02dd6bfae34b669b0f299f55e85be210
282,285,105000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,393,0xefa46df10e8412277b76784a280bc22ad1daebbd9afb33531e795165948ecc9b
283,286,39000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,394,0x1d1768e2d55ecbb8182c1cee3cd93edf9ba3a81f370f4c97abf49276770895c4
284,287,6000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,395,0xb613d620bd9c03e90cb66d773f66acab4bf1d29962ba0eac564adb37ca9cab23
285,288,1000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,396,0x26dee652623d53b12dfa9c1317aa63cbd86e1e4d416a6be3348bba8f30086e57
286,289,214000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,397,0xc31c95917a24582b59f9d55ef4f58268dd3d6719b011c59e069a2b0e3e73e51e
287,290,33000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,398,0x74eb0ef6a0321c213ef897077b7f87e2d0c3a6ce5c48810d3656909e75db1841
288,291,1000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,399,0xbcd35f372f4b21ebf0d612bbef843c771e6414c6b53544cacd8d309893e20c51
289,292,81000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,400,0xad10cc5d64fcdce50487c64ccb6fd7c2b2f3caa4849114379b391a8ba9a8fec3
290,293,30000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,401,0x3ff4e0ed5de3e1b5a551c68ff3622454d01347533c9e1edc80cea05351bd6610
291,294,119000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,402,0x12ddba25b9b08e49600c6496f3e0101800981220b79d0f371bbcb5c8cc2436c4
292,295,11000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,403,0xd7c99715a51b53ca17a387e1a93834a790a729922c89faa11cc4c93dbf6a3283
293,296,36000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,404,0x8fadb29174bf5b580aaf419f85ff74ee788fd26a28c119f4ed83685d3a7e93c7
294,297,6000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,405,0xda44fc9542bc00323c1a06e3c19959b062c85c6ffaa2e60255c23b02f16c390c
295,298,147000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,406,0xddeea1323e4dfe4d7e5c4a92d15ba54efd92a9d83ea5e0ac6704613159493894
296,299,5000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,407,0x6d821003be443583b521e65c7d548934bd47ea0cf721e48bcab85cb725fe1127
297,300,156000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,408,0x5519e1812ee91280e09a8ca5eed5c30db1ef3ba40a7867aca50f70fdbd5bf637
298,301,25000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,409,0xd0c77daa00e066bfc45072a371a6c2f11e2c96cdd974304199deb8d5decc15ae
299,302,8000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,410,0xd1da90010163fa358dcda0fb4a6a2e634ad9285f512b6c0720aab524a0dcee1c
300,303,29000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,411,0x3e2853306a7f10b9b355d7deeb79296cbe4c21655ce804ef3cd365e05af4cfda
301,304,54000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,412,0x4ab1075bbc5d1b7a628765db7ab19897687365fb8b868be8ac48d0234d6492b7
302,305,5000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,413,0xdf3ec36f3783992f6ef728b34cfc4ca20d321f0670c2fd162777c382dbab4cf7
303,306,8000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,414,0xd04595209d057d7fa5d648eae602140a271b301c124b30ac67d0f95da4edbb5d
304,307,11000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,415,0x91b71d7fe970540f58a2696186e935ce4920c619f9598a0cc09e11b5b7c03127
305,308,285000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,416,0x51338f7e7926e9e6731057f939db41b081e5e6392080b34d4f03880be74f19bf
306,309,123000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,417,0xe37b9f6de9a0e3c6145a21348b5a8c612e5562f98b55dbeaadbc96c5647d120e
307,310,74000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,418,0xb202ca3a61007e42cd7cfb9302ff4915d5d0f4915b097c801db285b20e93c808
308,311,785000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,419,0x1ea27f5de64350cb781a93a076a8274b5a0edd73f77954383ae41dacb80b7fdb
309,312,90000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,420,0xf664ed29b4128dc2002a38420ff0b582ff511228812746a471fec600880f65b8
310,313,633000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,421,0x18da8a543522fc28985ac228b68e38c2042ed834a87402b75923b6506062523b
311,314,1000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,422,0x1ed2990f04f81541b0533231d03d1ff1f07dcb5f918f7e349e5d41017411e69b
312,315,59000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,423,0xc840c72492b720b901dd3d4b72496dac6102dc2d9e6135182740ae8986fcff24
313,316,24000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,424,0x3dacde46e116ba34c71fc9b77788abe333fc2a711744bfc69b18dfa18109f3a7
314,317,212000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,425,0x1b458d5f2d1c964b31f1f9f186c4505d138d27479a46848cfb05e0d87820361f
315,318,37000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,426,0x6e1ec2eed1df39a52814235746e85b7e0d671081646732769cfbb2e9f56e6db6
316,319,21000000,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,0x0000000000000000000000000000000000000000,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,427,0x9f0069f3dc2b6e346001364466a70f52d806cbd3cdaa1411e0f415da1832a486
