agreementAddress,certificateId,signedAmount,filledAmount,buyer,seller,metadata,metadataDecoded
0x8289c2fFbe2A4FAC07a93574B247619C84d850Dd,3,1000000,1000000,0x0a9F5a004f19e0DEd90B097E9Ccfc667779FF4B9,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x000000000000000000000000000000000000000000000000000000000000005a5245432d2d57494e442d2d55532d2d2d37303938653266652d626232302d346436332d623066342d3137323430626536663438642d2d37613530316235392d646439342d353338662d626535652d653334303137373263393631000000000000,"{""productType"":""REC"",""energySources"":[""WIND""],""country"":""US"",""agreementId"":""7098e2fe-bb20-4d63-b0f4-17240be6f48d"",""orderId"":""7a501b59-dd94-538f-be5e-e3401772c961""}"
0xFd9c6a18A12Cc98F89D949e7b685a07C12C11Da6,3,1000000,1000000,0x25Bf281bE6869857C43Ee496BB191721933BE676,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x000000000000000000000000000000000000000000000000000000000000005a5245432d2d57494e442d2d55532d2d2d31353735666436392d373366382d343532322d613838382d3438643533333563323835372d2d37613530316235392d646439342d353338662d626535652d653334303137373263393631000000000000,"{""productType"":""REC"",""energySources"":[""WIND""],""country"":""US"",""agreementId"":""1575fd69-73f8-4522-a888-48d5335c2857"",""orderId"":""7a501b59-dd94-538f-be5e-e3401772c961""}"
0x899a2f43bA5491dAD2Fac68997065CA1A9b0337c,3,18000000,18000000,0x683f9679b7aE05413F26ae985835BAfa0Ddfbe4A,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x000000000000000000000000000000000000000000000000000000000000005a5245432d2d57494e442d2d55532d2d2d31623236386331392d373330392d343364362d383830332d6161353566326562333132302d2d37613530316235392d646439342d353338662d626535652d653334303137373263393631000000000000,"{""productType"":""REC"",""energySources"":[""WIND""],""country"":""US"",""agreementId"":""1b268c19-7309-43d6-8803-aa55f2eb3120"",""orderId"":""7a501b59-dd94-538f-be5e-e3401772c961""}"
0xE5E5547749fA188E80AeF93b2549C6fDaE1018c0,3,108000000,108000000,0x35B8d67751e99293faa724ab6bc1aA8EE4714663,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x000000000000000000000000000000000000000000000000000000000000005a5245432d2d57494e442d2d55532d2d2d31623839666164652d393039302d343964612d623762332d3234373436306362666132302d2d37613530316235392d646439342d353338662d626535652d653334303137373263393631000000000000,"{""productType"":""REC"",""energySources"":[""WIND""],""country"":""US"",""agreementId"":""1b89fade-9090-49da-b7b3-247460cbfa20"",""orderId"":""7a501b59-dd94-538f-be5e-e3401772c961""}"
0x92701A440f0F0cd6733C5e5c2b46381f326876Fb,3,14000000,14000000,0xE9DF78AD5C3205462b50DEd7a6a4F3a74a734c35,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x000000000000000000000000000000000000000000000000000000000000005a5245432d2d57494e442d2d55532d2d2d39626134326434642d306535342d343966392d613531372d3938333138613537653061322d2d37613530316235392d646439342d353338662d626535652d653334303137373263393631000000000000,"{""productType"":""REC"",""energySources"":[""WIND""],""country"":""US"",""agreementId"":""9ba42d4d-0e54-49f9-a517-98318a57e0a2"",""orderId"":""7a501b59-dd94-538f-be5e-e3401772c961""}"
0x1EaA5c3afE3B7949740935b9169B25379e5907FF,3,20000000,20000000,0xCCbfEff993c4a1DbF199Dd61aa5dbd683b2c9E4f,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x000000000000000000000000000000000000000000000000000000000000005a5245432d2d57494e442d2d55532d2d2d66656234373330322d396437642d343831352d383335632d6233346138653837336331652d2d37613530316235392d646439342d353338662d626535652d653334303137373263393631000000000000,"{""productType"":""REC"",""energySources"":[""WIND""],""country"":""US"",""agreementId"":""feb47302-9d7d-4815-835c-b34a8e873c1e"",""orderId"":""7a501b59-dd94-538f-be5e-e3401772c961""}"
0x11DC561CF06C2E073596D419CE4a88f34d368e48,3,24000000,24000000,0xE9d31D8E00cb3562bAb364781d9BceFB377F8D88,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x000000000000000000000000000000000000000000000000000000000000005a5245432d2d57494e442d2d55532d2d2d63323639623362382d366162352d346563642d396239342d3866383133306366646434332d2d37613530316235392d646439342d353338662d626535652d653334303137373263393631000000000000,"{""productType"":""REC"",""energySources"":[""WIND""],""country"":""US"",""agreementId"":""c269b3b8-6ab5-4ecd-9b94-8f8130cfdd43"",""orderId"":""7a501b59-dd94-538f-be5e-e3401772c961""}"
0x0C8Bab76987e78e5873FbCF58c01BBd3F909B22f,3,83000000,83000000,0x4C38546ac59244890237dFcdeBc862844b2752B5,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x000000000000000000000000000000000000000000000000000000000000005a5245432d2d57494e442d2d55532d2d2d35663132636536362d636562612d343766642d396363382d6234343836346539616664662d2d37613530316235392d646439342d353338662d626535652d653334303137373263393631000000000000,"{""productType"":""REC"",""energySources"":[""WIND""],""country"":""US"",""agreementId"":""5f12ce66-ceba-47fd-9cc8-b44864e9afdf"",""orderId"":""7a501b59-dd94-538f-be5e-e3401772c961""}"
0x9Ed794A9544Fe2728Dec3c5a5E6762226674be35,3,18000000,18000000,0xa4C816f5be8607928e186FC7E1eF2C77ebB67A60,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x000000000000000000000000000000000000000000000000000000000000005a5245432d2d57494e442d2d55532d2d2d36383564303535652d613839362d343262322d383737632d3162363439383237396464652d2d37613530316235392d646439342d353338662d626535652d653334303137373263393631000000000000,"{""productType"":""REC"",""energySources"":[""WIND""],""country"":""US"",""agreementId"":""685d055e-a896-42b2-877c-1b6498279dde"",""orderId"":""7a501b59-dd94-538f-be5e-e3401772c961""}"
0x8FB851991074cbFf03ba0eAFD8178144d1C53bf2,5,96000000,96000000,0x9c7fc246Ab4f70ED20ffb69009206718C91D4144,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x000000000000000000000000000000000000000000000000000000000000005a474f2d2d485944524f2d2d4e4f2d2d2d36376636616139322d616162332d346533612d393735642d6530353663613833323562652d2d37346439343761662d303465622d356539332d383738302d653566663437656263363164000000000000,"{""productType"":""GO"",""energySources"":[""HYDRO""],""country"":""NO"",""agreementId"":""67f6aa92-aab3-4e3a-975d-e056ca8325be"",""orderId"":""74d947af-04eb-5e93-8780-e5ff47ebc61d""}"
0x67d024A11A00e6996B134fe9270b89F95B680F2F,6,93000000,93000000,0x9c372108D6a3521D36fB71ec0010458C6F8175f2,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x000000000000000000000000000000000000000000000000000000000000005a474f2d2d485944524f2d2d4e4f2d2d2d32316361376237352d383665312d343533392d623361662d6536636534306634643131662d2d37346439343761662d303465622d356539332d383738302d653566663437656263363164000000000000,"{""productType"":""GO"",""energySources"":[""HYDRO""],""country"":""NO"",""agreementId"":""21ca7b75-86e1-4539-b3af-e6ce40f4d11f"",""orderId"":""74d947af-04eb-5e93-8780-e5ff47ebc61d""}"
0x7341A08984C5524dE6dC9D753c5d3D6278Cf098E,7,29000000,29000000,0x454A07d3395013628607Ca0B11d968FB4442FFdE,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x000000000000000000000000000000000000000000000000000000000000005a474f2d2d485944524f2d2d4e4f2d2d2d30616438373230662d393066642d343136612d386232332d3266386234646236366534382d2d37346439343761662d303465622d356539332d383738302d653566663437656263363164000000000000,"{""productType"":""GO"",""energySources"":[""HYDRO""],""country"":""NO"",""agreementId"":""0ad8720f-90fd-416a-8b23-2f8b4db66e48"",""orderId"":""74d947af-04eb-5e93-8780-e5ff47ebc61d""}"
0x68FDee47dce567C6bF1a3415578e15153156D900,8,168000000,168000000,0x8ffb151B759dE979cAFeb1596c6d75CbC96f966E,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x000000000000000000000000000000000000000000000000000000000000005b495245432d2d57494e442d2d434e2d2d2d30333666313966652d356133622d343736642d383136322d3537373730646134633933382d2d35393433323064382d616535392d353930322d626565302d3332316465616338653266660000000000,"{""productType"":""REC"",""energySources"":[""WIND""],""country"":""CN"",""agreementId"":""036f19fe-5a3b-476d-8162-57770da4c938"",""orderId"":""594320d8-ae59-5902-bee0-321deac8e2ff""}"
0x6dC571c88018ba16556D1b2d27f1Ef11bDD324Ba,4,2000000,2000000,0x9c7fc246Ab4f70ED20ffb69009206718C91D4144,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x000000000000000000000000000000000000000000000000000000000000005a474f2d2d485944524f2d2d4e4f2d2d2d64626236636563302d333262332d346530622d623732352d3431313433303335666266632d2d66343639643234332d353433312d353636352d386661312d656261323764333563663164000000000000,"{""productType"":""GO"",""energySources"":[""HYDRO""],""country"":""NO"",""agreementId"":""dbb6cec0-32b3-4e0b-b725-41143035fbfc"",""orderId"":""f469d243-5431-5665-8fa1-eba27d35cf1d""}"
0x3Ce1497ef72793f281735bBEbdA795B9cca975c2,9,6000000,6000000,0x454A07d3395013628607Ca0B11d968FB4442FFdE,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x000000000000000000000000000000000000000000000000000000000000005a474f2d2d485944524f2d2d4e4f2d2d2d33373764313433332d383166392d346266642d626632662d3634323266363430616161652d2d66343639643234332d353433312d353636352d386661312d656261323764333563663164000000000000,"{""productType"":""GO"",""energySources"":[""HYDRO""],""country"":""NO"",""agreementId"":""377d1433-81f9-4bfd-bf2f-6422f640aaae"",""orderId"":""f469d243-5431-5665-8fa1-eba27d35cf1d""}"
0x7894A673b04B39e3191e8619a7289D3185355Fce,29,1738000000,1738000000,0xdEBcff6C82c98D1864d523f29d2E313eb548128d,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d33353131616565382d633235632d343864662d623933302d3731396538646665326365612d2d37613462656564302d326463352d356565642d393736342d35373862663436363262653200000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""3511aee8-c25c-48df-b930-719e8dfe2cea"",""orderId"":""7a4beed0-2dc5-5eed-9764-578bf4662be2""}"
0x0191Aa5016554429888ECA4527Ccfd715286DD9E,26,3373000000,3373000000,0xdEBcff6C82c98D1864d523f29d2E313eb548128d,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d39326661393238652d343363642d346562352d393264662d6437313134653063346131632d2d64303866336535612d633264302d356435342d626337312d32353131386539363665313500000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""92fa928e-43cd-4eb5-92df-d7114e0c4a1c"",""orderId"":""d08f3e5a-c2d0-5d54-bc71-25118e966e15""}"
0x6e8cc9e5AA3CB8e5c7f99Ec2DB3dF44Ef075CE58,20,1547000000,1547000000,0xdEBcff6C82c98D1864d523f29d2E313eb548128d,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d30346630373338632d306165332d343065332d626638302d6535343031636537323535392d2d64353162353532382d613363332d353266312d396330382d66663438333534386235376600000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""04f0738c-0ae3-40e3-bf80-e5401ce72559"",""orderId"":""d51b5528-a3c3-52f1-9c08-ff483548b57f""}"
0xF0ae16E1Ed225e7f28975F74352c56d06A510d63,23,1497000000,1497000000,0xdEBcff6C82c98D1864d523f29d2E313eb548128d,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d34326338386233652d653032662d346366362d613639652d3065393735303931663331332d2d34353564616635342d663431302d353836322d626539662d66393262303765363465353800000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""42c88b3e-e02f-4cf6-a69e-0e975091f313"",""orderId"":""455daf54-f410-5862-be9f-f92b07e64e58""}"
0xF50388e617333685f2bf4BF479896A9457206A03,29,3066000000,3066000000,0xE797C701c6aED07AF2499E5541e0b948B35b97b1,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d36306637373836322d306265612d343166372d383063652d3365613231386635613336662d2d39313237376532622d383034312d356333392d613964332d63383936353038663961383000000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""60f77862-0bea-41f7-80ce-3ea218f5a36f"",""orderId"":""91277e2b-8041-5c39-a9d3-c896508f9a80""}"
0x960568A7b56fE7fF7eb60474b94bAB2e75838AaC,25,4685000000,4355000000,0xdEBcff6C82c98D1864d523f29d2E313eb548128d,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d61326566346330322d356637392d346461322d386333362d3435616364636662313933392d2d30323534396335632d646263312d353733662d383135322d37383236333462356562393000000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""a2ef4c02-5f79-4da2-8c36-45acdcfb1939"",""orderId"":""02549c5c-dbc1-573f-8152-782634b5eb90""}"
0x960568A7b56fE7fF7eb60474b94bAB2e75838AaC,30,4685000000,330000000,0xdEBcff6C82c98D1864d523f29d2E313eb548128d,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d61326566346330322d356637392d346461322d386333362d3435616364636662313933392d2d30323534396335632d646263312d353733662d383135322d37383236333462356562393000000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""a2ef4c02-5f79-4da2-8c36-45acdcfb1939"",""orderId"":""02549c5c-dbc1-573f-8152-782634b5eb90""}"
0x717966b53C7B8249783CD74F5D0d883995A831dF,20,1070000000,1070000000,0x281FE06718F79847c2204f0B8DE7c14970427B75,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d34303537616130632d363661352d346263662d396135312d3466326666363731653833372d2d66386162303337662d393938642d353863382d616130612d33383230663565393465656500000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""4057aa0c-66a5-4bcf-9a51-4f2ff671e837"",""orderId"":""f8ab037f-998d-58c8-aa0a-3820f5e94eee""}"
0x752AE869a34cE7D9952ebB7f23cC0625d1C91Ed0,26,1070000000,1070000000,0x281FE06718F79847c2204f0B8DE7c14970427B75,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d66386639396131642d386661342d346666652d626666362d6463646638623238636363372d2d37306163356465612d316132362d353461382d386539362d64333035633231636564313300000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""f8f99a1d-8fa4-4ffe-bff6-dcdf8b28ccc7"",""orderId"":""70ac5dea-1a26-54a8-8e96-d305c21ced13""}"
0x8A5672Be7C441577F97a2db5696090e2D9D910c0,29,1070000000,1070000000,0x281FE06718F79847c2204f0B8DE7c14970427B75,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d63376436613366302d383862352d346336622d626162622d6433353335343338343431342d2d39393663356563622d343337352d353936332d623234312d61383561616335323537636200000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""c7d6a3f0-88b5-4c6b-babb-d35354384414"",""orderId"":""996c5ecb-4375-5963-b241-a85aac5257cb""}"
0x5d0985f4A42A48cEAD2DfbEEEa6F7F9a3D73b885,26,6290000000,6290000000,0xE797C701c6aED07AF2499E5541e0b948B35b97b1,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d61356331373661302d316363662d346234332d383435312d6161613062623534326264312d2d31393737653662392d636234312d356636612d383031652d32336363393939313934623200000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""a5c176a0-1ccf-4b43-8451-aaa0bb542bd1"",""orderId"":""1977e6b9-cb41-5f6a-801e-23cc999194b2""}"
0xE25ECE2787EB921cBfaaB72412f6f7C63eEd8188,23,1035000000,1035000000,0x281FE06718F79847c2204f0B8DE7c14970427B75,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d31353330656538342d303764312d343938352d396236392d6136363031653032393965342d2d30663730383630352d623234612d353339642d383136652d36363836313233393633623600000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""1530ee84-07d1-4985-9b69-a6601e0299e4"",""orderId"":""0f708605-b24a-539d-816e-6686123963b6""}"
0xEEE84F7F73f0e8bb11db4740ce9B22110903CCc3,27,952000000,952000000,0x3c495D9b52F45EBAb94be71F35afFD08A0620e35,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d32343238343534322d643566622d343661622d383431382d6434666539646662663263382d2d34363737626234372d373930372d353038302d623732372d37313334363331356437303200000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""24284542-d5fb-46ab-8418-d4fe9dfbf2c8"",""orderId"":""4677bb47-7907-5080-b727-71346315d702""}"
0xE9b9E3049E87cA58C4301d38BFea3564B0873A88,20,952000000,952000000,0x3c495D9b52F45EBAb94be71F35afFD08A0620e35,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d33323235393832372d663463352d343665312d623039332d6534636264633930393531352d2d66363861646362322d363764322d353136372d393039382d37326230396230316538376200000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""32259827-f4c5-46e1-b093-e4cbdc909515"",""orderId"":""f68adcb2-67d2-5167-9098-72b09b01e87b""}"
0xf734653d771Aea6b26125cD99668ABf3dF711a0C,26,952000000,952000000,0x3c495D9b52F45EBAb94be71F35afFD08A0620e35,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d62363835383338372d653662302d343433632d393931632d3234383161643931373031312d2d39383735323730652d323431302d353964322d393465322d61616361653266376435366500000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""b6858387-e6b0-443c-991c-2481ad917011"",""orderId"":""9875270e-2410-59d2-94e2-aacae2f7d56e""}"
0x9c1731169c43C656d6164D9390Cae9927D2A62f6,29,952000000,952000000,0x3c495D9b52F45EBAb94be71F35afFD08A0620e35,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d35313665343036312d313636352d346234632d613564372d6438636638363432656139362d2d38666466643838372d383732642d353336302d623434382d66313362623539333833653400000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""516e4061-1665-4b4c-a5d7-d8cf8642ea96"",""orderId"":""8fdfd887-872d-5360-b448-f13bb59383e4""}"
0x607A8f61eE6886019a143C751D665992031DB7F6,24,950000000,950000000,0x3c495D9b52F45EBAb94be71F35afFD08A0620e35,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d35633530366630322d613031362d346538642d626233612d3538663334653038383863662d2d32356638666634372d643831662d353763652d383063362d63393336616237633832373700000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""5c506f02-a016-4e8d-bb3a-58f34e0888cf"",""orderId"":""25f8ff47-d81f-57ce-80c6-c936ab7c8277""}"
0x6A5b07064219c9AE95dc197dEA5665ACbC3671d0,22,1590000000,645000000,0x3c495D9b52F45EBAb94be71F35afFD08A0620e35,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d63303039363332662d643133612d343032662d626630342d3836643233666135373130392d2d35363937366561392d366364652d353736302d616265632d35373437663830393535623500000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""c009632f-d13a-402f-bf04-86d23fa57109"",""orderId"":""56976ea9-6cde-5760-abec-5747f80955b5""}"
0x6A5b07064219c9AE95dc197dEA5665ACbC3671d0,24,1590000000,87000000,0x3c495D9b52F45EBAb94be71F35afFD08A0620e35,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d63303039363332662d643133612d343032662d626630342d3836643233666135373130392d2d35363937366561392d366364652d353736302d616265632d35373437663830393535623500000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""c009632f-d13a-402f-bf04-86d23fa57109"",""orderId"":""56976ea9-6cde-5760-abec-5747f80955b5""}"
0x6A5b07064219c9AE95dc197dEA5665ACbC3671d0,21,1590000000,858000000,0x3c495D9b52F45EBAb94be71F35afFD08A0620e35,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d63303039363332662d643133612d343032662d626630342d3836643233666135373130392d2d35363937366561392d366364652d353736302d616265632d35373437663830393535623500000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""c009632f-d13a-402f-bf04-86d23fa57109"",""orderId"":""56976ea9-6cde-5760-abec-5747f80955b5""}"
0x060635F6685070Bd8F9213C8F44d5B75FEEA8F61,25,921000000,921000000,0x3c495D9b52F45EBAb94be71F35afFD08A0620e35,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d65303561666333322d633063372d343137392d623764372d6363326237613834376536322d2d61323531626534382d646365632d356439372d623065342d38373262396462383364383600000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""e05afc32-c0c7-4179-b7d7-cc2b7a847e62"",""orderId"":""a251be48-dcec-5d97-b0e4-872b9db83d86""}"
0xD9901A09669fB9aA6EA58C907FA21283E28A15b6,23,921000000,921000000,0x3c495D9b52F45EBAb94be71F35afFD08A0620e35,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d34356133633832362d313461342d343832322d396363312d3366663935323936303763392d2d35386638636134642d623566652d353134342d396339352d34623437303763363863666300000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""45a3c826-14a4-4822-9cc1-3ff9529607c9"",""orderId"":""58f8ca4d-b5fe-5144-9c95-4b4707c68cfc""}"
0xc56b71FA5Fae572B47d9Ba19A984EaBf24B45015,24,5946000000,5946000000,0xdEBcff6C82c98D1864d523f29d2E313eb548128d,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d31316338373234392d343233642d343633622d386330302d3763633964316661313033642d2d63363464333432362d396131362d353532612d396133612d38316264313161656632663700000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""11c87249-423d-463b-8c00-7cc9d1fa103d"",""orderId"":""c64d3426-9a16-552a-9a3a-81bd11aef2f7""}"
0xB8559Ce4A10661e3f860c63e7831a96eEF5ba321,25,3658000000,3658000000,0x281FE06718F79847c2204f0B8DE7c14970427B75,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d61396430646565332d303530372d343464352d613239372d3633613162346639363332332d2d65646238623166632d316538332d356233662d393964652d38333830653364303863653800000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""a9d0dee3-0507-44d5-a297-63a1b4f96323"",""orderId"":""edb8b1fc-1e83-5b3f-99de-8380e3d08ce8""}"
0x6eBc14E806bada8c18860E9a202b1F94d72BD5cB,22,860000000,860000000,0x3c495D9b52F45EBAb94be71F35afFD08A0620e35,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d36376165656262322d656639392d343064392d393737612d6136383036323135616462362d2d63623264376161632d333439612d353264342d626562662d64303131653863633235353000000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""67aeebb2-ef99-40d9-977a-a6806215adb6"",""orderId"":""cb2d7aac-349a-52d4-bebf-d011e8cc2550""}"
0x661a811e178C6d97D53319D3CB063347Ad612B45,21,3455000000,3455000000,0x3c495D9b52F45EBAb94be71F35afFD08A0620e35,0x1C3B3e70109cd92075F097aD54592ed40F0e6C6c,0x0000000000000000000000000000000000000000000000000000000000000061495245432d2d57494e447c534f4c41522d2d434e2d2d2d32316230653230662d303866392d343462302d396136662d6433633932383965373230652d2d62353331663932612d633462372d353830632d386531662d65343064663436316661363400000000000000000000000000000000000000000000000000000000000000,"{""productType"":""REC"",""energySources"":[""WIND"",""SOLAR""],""country"":""CN"",""agreementId"":""21b0e20f-08f9-44b0-9a6f-d3c9289e720e"",""orderId"":""b531f92a-c4b7-580c-8e1f-e40df461fa64""}"
