batchId,storagePointer,certificateIds,redemptionStatement,transactionHash
0xbf3b3ae177536d804fe8daf2cf66d013ae3076b33fd649e909800bd59db1fe76,https://bafkreigxldrh3lo2spyg424ga4r7srss4f4umm3v7njljod7qvyjtvlg7e.ipfs.dweb.link,0,bafkreigxldrh3lo2spyg424ga4r7srss4f4umm3v7njljod7qvyjtvlg7e,0xd5641642ddf70528551a5cd373ea3067bd5c1b7ece66d1190bf628ebe4352f07
0xa9a806eadbaab70f90eb109a1bc75067bf5261a1cf0a4f9853f828d044eb23d8,https://bafkreihcxi6s4ftszubyy374q4w6v2zkzlynpzbtaqd4k7tvlwvxqfzcki.ipfs.dweb.link,"1,2",bafkreihcxi6s4ftszubyy374q4w6v2zkzlynpzbtaqd4k7tvlwvxqfzcki,0xca245517db1958423d96e124046687cf9c44a48dde449dc04ea90d237a6769c6
0x54c891a6c5eb1e803c9619a6fef91cf065df0d15e3d25b2468627f6701ab5c38,https://bafkreih5bgzxicmu5uck4vteekms3ot4itpvif3tk2uma6ocufo7yd4cii.ipfs.dweb.link,3,bafkreih5bgzxicmu5uck4vteekms3ot4itpvif3tk2uma6ocufo7yd4cii,0x91d1aee5f357281c3331f94fa5e3611e62afac7f9c75d8c816022181c176a6a3
0x97f4ad8fdb2bfc01301930720af5ff36b935452f748bc92cb7998e82a6129d16,https://bafkreidw3j5crygrnutqceoiqe6tnirdnptbeugk6mhmgl7vk6zcf2ubni.ipfs.dweb.link,4,bafkreidw3j5crygrnutqceoiqe6tnirdnptbeugk6mhmgl7vk6zcf2ubni,0x86491f91a78a14aa4b01a7f802e8ba89330769d0a7f2bb2d1feb3dd91333fe26
0xffb141e672a5eaac92645f0952582b53096321260b6353cf750cfdc850aa48b0,https://bafkreib5dmwkopgu5fb2a572o6x652shwsf45v74xfdvrnllscgunzqese.ipfs.dweb.link,5,bafkreib5dmwkopgu5fb2a572o6x652shwsf45v74xfdvrnllscgunzqese,0x89785854a1b776c2334eb5151dca94e9dc292991ba6209c718b3f3ef4599f131
0x80c1ae7d8c9031939d6c1b9dc14cbfe8b7740924e00c8c0579dca71057dc2cda,https://bafkreiezkd54neahfq4gfhej7gec6av4fcxbwclohszzxnmswbbgynpasi.ipfs.dweb.link,6,bafkreiezkd54neahfq4gfhej7gec6av4fcxbwclohszzxnmswbbgynpasi,0xf8be617883c7a4b195de1a9fb1b058fea532403ec7d5f284a9d24202ac318c6d
0xf413ea26d3cb7f2c55768edf0bddf26cfff3df3fac2cfd4c3c492080a2d155ec,https://bafybeieqknjcr4fmttaidpnwd5cudyztyv63rrtb4cm43ynzmietbynbqa.ipfs.dweb.link,7,bafybeieqknjcr4fmttaidpnwd5cudyztyv63rrtb4cm43ynzmietbynbqa,0x331d75e32136e5b28d671ab1a4f634bf0835b15f1503c72500dd0b7bc7483134
0xcbb8c79cbb7a7c204dfed28777454d9a6594956e115984c24c0c8e0ab6391f98,https://bafybeifgo7qmwgngdlfxkmsxm4ejjxvpjdgcjqrx5jiz3x6i62w2n7ciau.ipfs.dweb.link,"8,9,10,11,12,13,14",bafybeifgo7qmwgngdlfxkmsxm4ejjxvpjdgcjqrx5jiz3x6i62w2n7ciau,0x872b1d64387aa97c5d397cdd6edac46593f54ad3b11d6c15d8b3dc7d451c5fbe
0x0db53fc816242d26068824b33fb3376b557e082b81c256e028ad2a54f0bb826b,https://bafybeievjsdut34kt36ysc64nfumvyjz63bgd6g6q6wfzg25cyguftvj4i.ipfs.dweb.link,"15,16",bafybeievjsdut34kt36ysc64nfumvyjz63bgd6g6q6wfzg25cyguftvj4i,0xb7a1d0d91918c178091c1054ebd81dd0e06d8b2623bafd86914e1f0c701a1a48
0xb887fd624aefbe8f443add1fdd4ed95935d96d3ae656fbe8dbc9a048dae48c23,https://bafkreigezmnznzlzekq3bnhmy6miqna3ek4lbsny67egmgjrb7enitblym.ipfs.dweb.link,"17,18,19,20,21,22,23,24,25,26,27",bafkreigezmnznzlzekq3bnhmy6miqna3ek4lbsny67egmgjrb7enitblym,0x5a4fb5c7bb7e140cdd4ee1a53dd4bc62498b809afcad7517234bf5bc1b9c6a15
0x0097b4a5e5204c0a212bc82da8dbc2cb052e5528a9412c6644aa3cdf9f9c2332,https://bafkreibqqorigtl6kij45gg5cx4guozmjnfbjoswruvjc43qiyo7dj2n6y.ipfs.dweb.link,"28,29,30,31,32,33,34,35",bafkreibqqorigtl6kij45gg5cx4guozmjnfbjoswruvjc43qiyo7dj2n6y,0x75bb2ae66aba1555d1f4d27aaa933dfe185185ef9d319ea11252d3a6b8ddf6ac
0x0a728a814740389c072c5102ab594fe4cd2a8497825b73206b3ee09dad5f7c67,https://bafkreif5molfuvq2illmnaeate7b26iaimc72ji56glpey5orxf4ei62nq.ipfs.dweb.link,36,bafkreif5molfuvq2illmnaeate7b26iaimc72ji56glpey5orxf4ei62nq,0x54615532cb070c0d1800a806b792a8a70b3f0dfe374ce7c0389377fb1365daec
0x303a471f4cd267df454f90719802ffb0ca79b920cf05edfd8ef95da97635b265,https://bafkreia22hex3hcdtu2m3sqhtjjjervydalwpqfqsxq7gmla3apilqvhti.ipfs.dweb.link,"37,38,39,40,41,42",bafkreia22hex3hcdtu2m3sqhtjjjervydalwpqfqsxq7gmla3apilqvhti,0x412d08520cc7bc6246f0a4cab252cbc127a71d21f1921a7ba90ba3902ffb18ba
0x13b5536ac74d8948b64a34150646d213ae402d41a5456c03080c9747124e20e9,https://bafkreidr7w477v7ui454mdxgtjm3kro5qa4nzxlsj3jjf3exrt7mo5cobu.ipfs.dweb.link,43,bafkreidr7w477v7ui454mdxgtjm3kro5qa4nzxlsj3jjf3exrt7mo5cobu,0x68b71a93f390409880725956e065200862492777c8571151cd3c51cb5fe7c35c
0x7af4d8c07cc6399a204f4d483566c8683c5e4accd1f14a2567ed43101d06a3e6,https://bafkreihz5h3vetsokjfj6baiiv5prvhqa6zfwklt6wk4lys5hferslaxki.ipfs.dweb.link,"44,45,46,47,48",bafkreihz5h3vetsokjfj6baiiv5prvhqa6zfwklt6wk4lys5hferslaxki,0x1294412b70ca10ab0c57c61b1e0e4b97a2b769798d2b57f025f87e031f02e373
0xcaa13e5d7cd728bc46146d91458e92963f53fc17c07ce3cd44f4d482866a906e,https://bafybeignq7j4fvfq6e4xgpdmvf7lbs4atnbf6pxwwtbmmh2j4ea57tdtse.ipfs.dweb.link,"49,50,51,52,53,54,55,56,57,58,59,60",bafybeignq7j4fvfq6e4xgpdmvf7lbs4atnbf6pxwwtbmmh2j4ea57tdtse,0x74a2dedd43d558c8b4206f753cb204f1b6fc7915dc5b6e71aa95ad822e7e37c6
0xb3329c2f7d0d3fd97db447e77dc1535446346ab504a95d7522b24f6d54254a0e,https://bafkreib4dtanmi4z23xparslzellnh5uo56cad4hpcl347w2ncqlgs56bq.ipfs.dweb.link,"61,62",bafkreib4dtanmi4z23xparslzellnh5uo56cad4hpcl347w2ncqlgs56bq,0x36a619e61f96c6a579692f5835d6e87ba59e0a3816b12cb87582f330eb4606ed
0x3c5638513050f471f93e83dfba5cf6cf8a30378353ab33489d3109757a75a0ff,https://bafybeiatsu7mvz32ftgkhsd7ywisg3hntqfss5gomzhpgdvz4hhafxee4u.ipfs.dweb.link,"63,64,65,66,67",bafybeiatsu7mvz32ftgkhsd7ywisg3hntqfss5gomzhpgdvz4hhafxee4u,0xd1637607eca265b9592d8585d7e650f36b74da3853d23e69c47ebdbce662e10b
0x52d7718bcb2104bf11655820835a335992f96d8fe9afc563147daa33fed6d51c,https://bafybeihhyushebp7oscpimhsef3655pzch66t6wnqxixgj6vz7qtaupkzy.ipfs.dweb.link,"68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91",bafybeihhyushebp7oscpimhsef3655pzch66t6wnqxixgj6vz7qtaupkzy,0xfb42ebfe4b2399cf748f7cececffd190cf0bfe1837e4e7112d5c0850960292fe
0xa184a873e16e72717ea2f961504c960e2c13a28eee747c2d9fb127a8687e4033,https://bafkreigkh3g2heecbfobxbzyqvwp5gxlefqdrojumbu5clnl3rjujsokxi.ipfs.dweb.link,,bafkreigkh3g2heecbfobxbzyqvwp5gxlefqdrojumbu5clnl3rjujsokxi,0x7eca68d54b6fcb790ec4acc7fa8e4d3bc0079c4659e1defe359bd77a2ecb0cbe
0x0000000000000000000000000000000000000000000000000000000000000001,https://bafkreie5lyvlbecjv5skk6mojlqlm2ldfy2xcbslp6b45jz3mc2t42oj5a.ipfs.dweb.link,92,bafkreie5lyvlbecjv5skk6mojlqlm2ldfy2xcbslp6b45jz3mc2t42oj5a,0xb8d0445e45fab3b52478d9a730aecd7ac5d7b0b8340d3323ed7c1d3a1baff572
0x000000000000000000000000000000000000000000000000000000000000000a,https://bafkreiayu4k3zkwtkezjbhwei6ys63xnmjszmpsjymorvjkrcis5fhmmmi.ipfs.dweb.link,93,bafkreiayu4k3zkwtkezjbhwei6ys63xnmjszmpsjymorvjkrcis5fhmmmi,0x94ecee3bd762bef3fd8fcb8ea443e5fcde02230b28c455666097b0b04837b261
0x0000000000000000000000000000000000000000000000000000000000000064,https://bafkreiadfahqaujbyoxyoln4axjlb5klr6qqsomngz72sh5umnuxnb7q3e.ipfs.dweb.link,94,bafkreiadfahqaujbyoxyoln4axjlb5klr6qqsomngz72sh5umnuxnb7q3e,0x47cfde7872e50ca028dc24089927043061e35796e62546ea64e226e78a982f1c
0x0000000000000000000000000000000000000000000000000000000000000065,https://bafkreihssaoe4nhfpm3h5yp2rolf2f7sfmodsgzpoh3s6i5gdrykjbihby.ipfs.dweb.link,95,bafkreihssaoe4nhfpm3h5yp2rolf2f7sfmodsgzpoh3s6i5gdrykjbihby,0x00d8e2e1671641b4d1380ecaaacfdce3edd389559eb5f1ed6e9b41c7f470260d
0x0000000000000000000000000000000000000000000000000000000000000066,https://bafkreiaab3fut2eqyx4gvxtylfuruweae2jd4mdte7sjio7dtvqlwwlox4.ipfs.dweb.link,96,bafkreiaab3fut2eqyx4gvxtylfuruweae2jd4mdte7sjio7dtvqlwwlox4,0x0b551abb883f8ece82b03cf8684ffef5f49d7168f2eae5f20b79c4b90c6e03e7
0x0000000000000000000000000000000000000000000000000000000000000067,https://bafkreifuqgccyqb6ly2k5bil7uviplgaildo74way77dthfyk62owt6bem.ipfs.dweb.link,97,bafkreifuqgccyqb6ly2k5bil7uviplgaildo74way77dthfyk62owt6bem,0x5b1fdfe19fba6ffc18a735dff6e190140ba81edad589fa2cb6c41df0623956ce
0x0000000000000000000000000000000000000000000000000000000000000068,https://bafkreihw2wwrfhivsvpfvetcqesiu5a2gk5sjle2ol7wwbtuevlqaf3qem.ipfs.dweb.link,98,bafkreihw2wwrfhivsvpfvetcqesiu5a2gk5sjle2ol7wwbtuevlqaf3qem,0xb4faed976bb0983b00120a33a738540053c60aab51c9410aaa37c6635c356f63
0x0000000000000000000000000000000000000000000000000000000000000069,https://bafkreigvchknutmlfsra6ol4de7g7nctmfe62ywwcivwgxohi4i2paqd44.ipfs.dweb.link,99,bafkreigvchknutmlfsra6ol4de7g7nctmfe62ywwcivwgxohi4i2paqd44,0xbe96dacfa658e002a51ca81844f2717ebcf1bb63814ac0b528ed8004ebe815d4
0x000000000000000000000000000000000000000000000000000000000000006a,https://bafkreicxaifntkvrszp4fzk2gmnw5ysgyyo6zy5xisucaejf37kv3a7g3a.ipfs.dweb.link,100,bafkreicxaifntkvrszp4fzk2gmnw5ysgyyo6zy5xisucaejf37kv3a7g3a,0x97295d63a32b22d4ad62af73c1d0ffb2ded616f634316ac2bd538798907e66f3
0x000000000000000000000000000000000000000000000000000000000000006b,https://bafkreihazdw5giwtizzbs3ddgtxgyilxhmelkdtf4bseuo6gjkj57dkzba.ipfs.dweb.link,101,bafkreihazdw5giwtizzbs3ddgtxgyilxhmelkdtf4bseuo6gjkj57dkzba,0x6f03709931f291d2635b589a902e412360057e981144cd9bcd6119e76f4c0c25
0x000000000000000000000000000000000000000000000000000000000000006c,https://bafkreicb6sesuzcyqaxq6favx6ileof3ge3o743bzpjmfatembwiaklbii.ipfs.dweb.link,102,bafkreicb6sesuzcyqaxq6favx6ileof3ge3o743bzpjmfatembwiaklbii,0x4170d027a2b9e064c95d3e91ad4b7ac37f2f7ac7829eb4c619732facf15214ad
0x000000000000000000000000000000000000000000000000000000000000006d,https://bafkreifrg3y7twxbwgcijxvtho3fksl3rrs44xejaz4e5nosatfgc5n2p4.ipfs.dweb.link,103,bafkreifrg3y7twxbwgcijxvtho3fksl3rrs44xejaz4e5nosatfgc5n2p4,0x06a6e54e1fc316b7983c3017dd9441a7365e3f9dd90a13052ba15d30bd29fb7f
0x000000000000000000000000000000000000000000000000000000000000000b,https://bafkreia5qhqcviz45qw6vwdb3f4pbqjicnor5znrp26d7zj7szjmkeyfja.ipfs.dweb.link,104,bafkreia5qhqcviz45qw6vwdb3f4pbqjicnor5znrp26d7zj7szjmkeyfja,0x02f277220edc61957415cc45bb44f54d6976adf8167512cf0af448c1e5d07a92
0x000000000000000000000000000000000000000000000000000000000000006e,https://bafkreicywn4qpegiiu4gz2m23s2wwk5kcjybkc7o7blac42elyx6th3d2a.ipfs.dweb.link,105,bafkreicywn4qpegiiu4gz2m23s2wwk5kcjybkc7o7blac42elyx6th3d2a,0x789481297154549dc84dc4e012a50a16d30280beddf1bc46b14359c5400adb17
0x000000000000000000000000000000000000000000000000000000000000006f,https://bafkreih7burmnvq4ydbhs2l2xkzhpm4ty2ktfnewu3s35ki6hl3nt5qsuy.ipfs.dweb.link,106,bafkreih7burmnvq4ydbhs2l2xkzhpm4ty2ktfnewu3s35ki6hl3nt5qsuy,0xc5f9ca3e5d032a0c65f05f6a186219eedec1e52cc0dc3ffe9d9822f9c3c9562f
0x0000000000000000000000000000000000000000000000000000000000000070,https://bafkreiemfpfhit5gy36cvg5jt5j4mqyqfdwbjyqzjpoddr6b5dl453xtry.ipfs.dweb.link,107,bafkreiemfpfhit5gy36cvg5jt5j4mqyqfdwbjyqzjpoddr6b5dl453xtry,0xe4329b6fb4e7ae7c3c387706686cca7b5535ed7822d57aa2dc3b2d8591fb5227
0x0000000000000000000000000000000000000000000000000000000000000071,https://bafkreie2fqo7ek7i6iwgaqrg7ziudszhpxkmlwwznyhm6irmxl7f2rehqm.ipfs.dweb.link,108,bafkreie2fqo7ek7i6iwgaqrg7ziudszhpxkmlwwznyhm6irmxl7f2rehqm,0xc528f386be5bc974279513363a03d398728e69498547cebc4337793f4d213867
0x0000000000000000000000000000000000000000000000000000000000000072,https://bafkreigecvkwdvirpdg3jg73vdtzn44zd52ki3hytfesfm2267cw72vmru.ipfs.dweb.link,109,bafkreigecvkwdvirpdg3jg73vdtzn44zd52ki3hytfesfm2267cw72vmru,0x790d005ee9bfeb30c26dda248a68f3362da1b5942c0cad09e0636dc6046f5a05
0x0000000000000000000000000000000000000000000000000000000000000073,https://bafkreieodcts2khhytta7edwzutlkd5wbtcyxeskvs4zqzmlief6gxu2fa.ipfs.dweb.link,110,bafkreieodcts2khhytta7edwzutlkd5wbtcyxeskvs4zqzmlief6gxu2fa,0x339a7d0d75fa29af6efb04d34f54c7eb81358c1fd47e60b9cd5665f178b48c26
0x0000000000000000000000000000000000000000000000000000000000000074,https://bafkreia6v4udtjxxk3qm4pb2pjwpqjsurhkpuwqvyxot4juzkczzdt4bme.ipfs.dweb.link,111,bafkreia6v4udtjxxk3qm4pb2pjwpqjsurhkpuwqvyxot4juzkczzdt4bme,0x6e47175b639478aa734c99165e45c0ef3fcc0382a7ffc273a8a32563cc13cd51
0x0000000000000000000000000000000000000000000000000000000000000075,https://bafkreiggicurr2k7bxliyorsf4oixllyrpxkeme6vrj4fue53hkqrcinh4.ipfs.dweb.link,112,bafkreiggicurr2k7bxliyorsf4oixllyrpxkeme6vrj4fue53hkqrcinh4,0xe21635cbea71c0750c75c34a75e07dcf270cd65f7908746fefeee47f3c1ee134
0x0000000000000000000000000000000000000000000000000000000000000076,https://bafkreieicgw7e26g3laaumdt7aw5ipvyoxud2i3ip4jf43zouipsgql35q.ipfs.dweb.link,113,bafkreieicgw7e26g3laaumdt7aw5ipvyoxud2i3ip4jf43zouipsgql35q,0xb0fc0afb88d0ffaf9a8229ca815b54809d4984260b9c1e6086f239f88fe590e1
0x0000000000000000000000000000000000000000000000000000000000000077,https://bafkreifx5lszgrpn52ivmvat5mgtm7xa2r5jgc4houugfjgnkkofh3rxoy.ipfs.dweb.link,114,bafkreifx5lszgrpn52ivmvat5mgtm7xa2r5jgc4houugfjgnkkofh3rxoy,0x0e48f916f5a23e91ee46959c2535c55329f872b282f42494922213fc35b23efd
0x000000000000000000000000000000000000000000000000000000000000000c,https://bafkreict535h2ooysbiext55mw2mkrkdqwm3zmwlf6vx7e6ooyvh526ae4.ipfs.dweb.link,115,bafkreict535h2ooysbiext55mw2mkrkdqwm3zmwlf6vx7e6ooyvh526ae4,0x32129528ebe983c832817d07b2208cf5597949ec1c383b7da0ba020b3f368a93
0x0000000000000000000000000000000000000000000000000000000000000078,https://bafkreihzisggxfu6fuftlx2wzd6dlfk54ndavscsiyqqnpyop53legak6y.ipfs.dweb.link,116,bafkreihzisggxfu6fuftlx2wzd6dlfk54ndavscsiyqqnpyop53legak6y,0x1acb543b4891d797993216ce3cbf3b952cc369b3df533de7d0a685aab44bd355
0x0000000000000000000000000000000000000000000000000000000000000079,https://bafkreia5fhlbvwzvx5fwjxaerfuejgs73jtuot6it7iiv5jkbw24sgzwce.ipfs.dweb.link,117,bafkreia5fhlbvwzvx5fwjxaerfuejgs73jtuot6it7iiv5jkbw24sgzwce,0xc06e6ef28dc5b4e926a9a141d451ea5a66ba1839a3d26d15900f7cc3e740e4b2
0x000000000000000000000000000000000000000000000000000000000000007a,https://bafkreiem462kbvhuvirzyfyp5ckjxjyiryojjovb4wna7ydbyftpu7reha.ipfs.dweb.link,118,bafkreiem462kbvhuvirzyfyp5ckjxjyiryojjovb4wna7ydbyftpu7reha,0xfdcd930582e7d38ae11c01eba5b9dcb229ab64a1f775398a33d55094718685cd
0x000000000000000000000000000000000000000000000000000000000000007b,https://bafkreigqxarshahrqjvqdcnfmzvogozsdriq2lilrjybfghmtmvkoiuzri.ipfs.dweb.link,119,bafkreigqxarshahrqjvqdcnfmzvogozsdriq2lilrjybfghmtmvkoiuzri,0xe80fcc6f77f4b7a654f237b0ca90f484862e509aa6e6101a8300393829e100f8
0x000000000000000000000000000000000000000000000000000000000000007c,https://bafkreicjrflpedawmf7fvxqkwxmxtfomp3sapg7uy25qmulyygvwyc5j64.ipfs.dweb.link,120,bafkreicjrflpedawmf7fvxqkwxmxtfomp3sapg7uy25qmulyygvwyc5j64,0x58ea4bbbfcf711b9564451ed2ef3a6d784954caa9442747aecba79ba61227763
0x000000000000000000000000000000000000000000000000000000000000007d,https://bafkreifxgvep22pn7opnoyljqihzny5fpilbvejb44hxzh3nuo7npzo2dm.ipfs.dweb.link,121,bafkreifxgvep22pn7opnoyljqihzny5fpilbvejb44hxzh3nuo7npzo2dm,0x894efe20d64bb8cd331c74ec88f9a868c0c2793b521f78e770558897db8cee62
0x000000000000000000000000000000000000000000000000000000000000007e,https://bafkreih734k2hm4tzgwcwtearr6m6kz3yykcoplhjuy33mfq7yokxg6hia.ipfs.dweb.link,122,bafkreih734k2hm4tzgwcwtearr6m6kz3yykcoplhjuy33mfq7yokxg6hia,0x33e571bcd38bc9701b8febec1e4fe15a37899649fdad3d5e7240cdbe326e1ae1
0x000000000000000000000000000000000000000000000000000000000000007f,https://bafkreifqryffszr63hqtuopmpnpsetddga5xnsjbwwugwtexsbjrcqd6ru.ipfs.dweb.link,123,bafkreifqryffszr63hqtuopmpnpsetddga5xnsjbwwugwtexsbjrcqd6ru,0xaff330614506f0d7f5d4b8782722b145e0e51e11ff9e52688eb6c30d015d5d62
0x0000000000000000000000000000000000000000000000000000000000000080,https://bafkreib3p2f53wptxx3tfax4hjkamsdylfruee4m5pdnupjcunjh3c5ozm.ipfs.dweb.link,124,bafkreib3p2f53wptxx3tfax4hjkamsdylfruee4m5pdnupjcunjh3c5ozm,0xd5fc995ef31517b2b020c123f9a2c23f9c21ea40bfb8314b83f35b2c47fdf7e6
0x0000000000000000000000000000000000000000000000000000000000000081,https://bafkreid6mv5jvwrkztd7rfkjoesmjbqudypp45xji45gxfkksvdgivca6m.ipfs.dweb.link,125,bafkreid6mv5jvwrkztd7rfkjoesmjbqudypp45xji45gxfkksvdgivca6m,0xb43f137b7c6d41b625f61979e1f9397ad98a9db2f42280959a887425881497fe
0x000000000000000000000000000000000000000000000000000000000000000d,https://bafkreicjrel72tz5v2om6matxzxdkntrsokbunr6jywnpxqlebvvmun6bq.ipfs.dweb.link,126,bafkreicjrel72tz5v2om6matxzxdkntrsokbunr6jywnpxqlebvvmun6bq,0x804cd0a2f7903dc87b9e72d04500ab679d755ea95ef787fa8665f3f562f578df
0x0000000000000000000000000000000000000000000000000000000000000082,https://bafkreihrlothp6z7s3iuijn6vbtis2mddpiurobnpcco2jiy25cli77e4y.ipfs.dweb.link,127,bafkreihrlothp6z7s3iuijn6vbtis2mddpiurobnpcco2jiy25cli77e4y,0xaafe320731017a83277c891f0743fb7ce7bac29187488f61ed40a1e66ac887d7
0x0000000000000000000000000000000000000000000000000000000000000083,https://bafkreibco2r7zch4vfpywtxl2y5ppmzb2t7dmlepemjs2ru2u5zgox4vju.ipfs.dweb.link,128,bafkreibco2r7zch4vfpywtxl2y5ppmzb2t7dmlepemjs2ru2u5zgox4vju,0xcb9fcce8a4bb8b39abdfe6d24162c061ef833a9512357d1eeaab2b6e684c4918
0x0000000000000000000000000000000000000000000000000000000000000084,https://bafkreid7zxth4ebaquka6qpc6mnrvlr5v75g6yfghfibrzk3n6yuqxnmqm.ipfs.dweb.link,129,bafkreid7zxth4ebaquka6qpc6mnrvlr5v75g6yfghfibrzk3n6yuqxnmqm,0x3884bcc977eb034284699ced77e2efe8603d2a9daf4a8166368c4c34aa740a9f
0x0000000000000000000000000000000000000000000000000000000000000085,https://bafkreidc4a3cjj5tc3eu6mokzyqfvjzxz5gl4jx4eyceymhiyyz63bxyhi.ipfs.dweb.link,130,bafkreidc4a3cjj5tc3eu6mokzyqfvjzxz5gl4jx4eyceymhiyyz63bxyhi,0x0c6e04615e840c5e53e8e0bf19feeeb9c6589b6e38d0be051c2619e122c058ca
0x0000000000000000000000000000000000000000000000000000000000000086,https://bafkreiaxpnsprysv7gwv6toovjf3egono4dtq4tkryk5k4hzji64fauzfi.ipfs.dweb.link,131,bafkreiaxpnsprysv7gwv6toovjf3egono4dtq4tkryk5k4hzji64fauzfi,0xbb1056bf8aa79a5f10ab2f5b55770c2fd422ad3b4bac1fa5393c579d36bd0582
0x0000000000000000000000000000000000000000000000000000000000000087,https://bafkreieiysum333b4kuc6wnhflb2jai7h2d55efe7w7zvv725n65d7yoqa.ipfs.dweb.link,132,bafkreieiysum333b4kuc6wnhflb2jai7h2d55efe7w7zvv725n65d7yoqa,0xf29e9add02dbf84d7b965b4dea0e2f36c63bce74ea6cb7b53b6f45c12e3481dd
0x0000000000000000000000000000000000000000000000000000000000000088,https://bafkreihjgqbwo47rtgesuhn4ie2vb7kp73wap55z6hc5ibrixmxhy23mru.ipfs.dweb.link,133,bafkreihjgqbwo47rtgesuhn4ie2vb7kp73wap55z6hc5ibrixmxhy23mru,0x7c3f9eb55c245a20f207884bbfe480d518d560fdb59d50bf310f3acf425cde28
0x0000000000000000000000000000000000000000000000000000000000000089,https://bafkreibbezdws7nqrtmx3fk5loa2yfprc4464nfdyw6x6pybytnqwhjeei.ipfs.dweb.link,134,bafkreibbezdws7nqrtmx3fk5loa2yfprc4464nfdyw6x6pybytnqwhjeei,0x464c95bf616f87e4fe955c35ae101d9faa65ba087dba5e93cdda76275f337af6
0x000000000000000000000000000000000000000000000000000000000000008a,https://bafkreiapwjpwjdt7tlnpf7mjvnw73hyjno3qo5ijbdtlodep5r5ygdskju.ipfs.dweb.link,135,bafkreiapwjpwjdt7tlnpf7mjvnw73hyjno3qo5ijbdtlodep5r5ygdskju,0x45b960974d32b8a10653186276eec9f3bdbcf50c4132858c79b4b0f03bf42067
0x000000000000000000000000000000000000000000000000000000000000008b,https://bafkreihz7w2jagdw27ondvhcpuee2fmpvgscoonllhzbj76rh7p5u5lsn4.ipfs.dweb.link,136,bafkreihz7w2jagdw27ondvhcpuee2fmpvgscoonllhzbj76rh7p5u5lsn4,0x3ab3938bae35188b977309692643ae55d393f3989c9cde619fb425f3efa02f74
0x000000000000000000000000000000000000000000000000000000000000000e,https://bafkreia33jmkqkx3c3ypyfdarehxadelixu2x7hbqoqlhbyde6wkubwayy.ipfs.dweb.link,137,bafkreia33jmkqkx3c3ypyfdarehxadelixu2x7hbqoqlhbyde6wkubwayy,0x0b3420764f4c124d5e80db8e0d82d2965ae9cfec56b8081e55cdc4cd2c7c5684
0x000000000000000000000000000000000000000000000000000000000000008c,https://bafkreiahjo6cmabsah3jfddrn25dyx4jxzuzygxhozapn3fzwr2ior54ki.ipfs.dweb.link,138,bafkreiahjo6cmabsah3jfddrn25dyx4jxzuzygxhozapn3fzwr2ior54ki,0xe2eea7fbbe6e7801049abde66999c76e5235def3101697b2856c3b2400b0a1bd
0x000000000000000000000000000000000000000000000000000000000000008d,https://bafkreid6hqel6sj2nm3kkxfkb2nyhjyal54kryfyrznjrxht5xiv5til3a.ipfs.dweb.link,139,bafkreid6hqel6sj2nm3kkxfkb2nyhjyal54kryfyrznjrxht5xiv5til3a,0xedbb980d81bccbff5fb87d455d244e96704a3c645e3ba7db19e5dad8ec1982ad
0x000000000000000000000000000000000000000000000000000000000000008e,https://bafkreiftin2ctgofeq222wvagwv7uyidc7ytfvgfxnbdulu2dcflrdrxfm.ipfs.dweb.link,140,bafkreiftin2ctgofeq222wvagwv7uyidc7ytfvgfxnbdulu2dcflrdrxfm,0x72fffb56bc8c5e7b0a652c03da45f9a99d730f4bdbb6c12d2b0e83e6414f21ae
0x000000000000000000000000000000000000000000000000000000000000008f,https://bafkreidp2ya67l2avpfksrmscjx6rubdylzlc7jgxmue2awdishq4mhm4q.ipfs.dweb.link,141,bafkreidp2ya67l2avpfksrmscjx6rubdylzlc7jgxmue2awdishq4mhm4q,0x7e7cdc8352ed408e640e87c81f5a831604ca27ceba0fef61aed9fc0a1e0b141c
0x0000000000000000000000000000000000000000000000000000000000000090,https://bafkreidax4toqwe3aoob33ng3qn5jne25ekky2j36m5bwdfhq3om6whtdm.ipfs.dweb.link,142,bafkreidax4toqwe3aoob33ng3qn5jne25ekky2j36m5bwdfhq3om6whtdm,0x77a75ad13aa9e4b87f95f0accaab6cff843d9a1d1b5abcbf6377f28ff2319bea
0x0000000000000000000000000000000000000000000000000000000000000091,https://bafkreifibwgv3wlhxekb7j74i2pw4bhseohigvnnmjrkwakoafozjjplvm.ipfs.dweb.link,143,bafkreifibwgv3wlhxekb7j74i2pw4bhseohigvnnmjrkwakoafozjjplvm,0xef36de6aefd92a12750eb5fd6bb5e1655380d169f29c8813080e7e97c5978a7f
0x0000000000000000000000000000000000000000000000000000000000000092,https://bafkreibuzsu5tzxtxfardufhznrcf4cxi6inectmsthwqzj6gyujx3ke4i.ipfs.dweb.link,144,bafkreibuzsu5tzxtxfardufhznrcf4cxi6inectmsthwqzj6gyujx3ke4i,0x35fca669383ff7a0af1367589c8425ec2cd4ee0d4189606195ec7bede229114c
0x0000000000000000000000000000000000000000000000000000000000000093,https://bafkreihefc3lb53xdwiq7wr7vm3guujxortxx3zrsbbopezmad537hzoaq.ipfs.dweb.link,145,bafkreihefc3lb53xdwiq7wr7vm3guujxortxx3zrsbbopezmad537hzoaq,0x0fece168ba2505bcc71f3ea55c72e5417709691fe244e7ff8f131fe858d2a5f8
